ID,HTML
22808,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">The Castigator</b><br>Binds when picked up<br>Unique<table width="100%"><tbody><tr><td>One-hand</td><th>Mace</th></tr></tbody></table><table width="100%"><tbody><tr><td>129 - 238  Damage</td><th>Speed 2.80</th></tr></tbody></table>(65.5 damage per second)<br>+11 Stamina<br>Durability 105 / 105<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td><span class="q2">Equip: <a href="?spell=7597" class="q2">Improves your chance to get a critical strike by 1%.</a></span><br><span class="q2">Equip: <a href="?spell=15464" class="q2">Improves your chance to hit by 1%.</a></span><br><span class="q2">Equip: <a href="?spell=9332" class="q2">+22 Attack Power.</a></span><br></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
23001,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Eye of Diminution</b><br>Binds when picked up<br>Unique<table width="100%"><tbody><tr><td>Trinket</td><th></th></tr></tbody></table>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td><span class="q2">Equip: <a href="?spell=18382" class="q2">Improves your chance to get a critical strike with spells by 2%.</a></span><br><span class="q2">Use: <a href="?spell=28862" class="q2">Reduces the threat you generate by 35% for 20 sec.</a></span><br></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
23070,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Leggings of Polarity</b><br>Binds when picked up<table width="100%"><tbody><tr><td>Legs</td><th>Cloth</th></tr></tbody></table>112 Armor<br>+20 Stamina<br>+14 Intellect<br>Durability 75 / 75<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td><span class="q2">Equip: <a href="?spell=17493" class="q2">Increases damage and healing done by magical spells and effects by up to 44.</a></span><br><span class="q2">Equip: <a href="?spell=18382" class="q2">Improves your chance to get a critical strike with spells by 2%.</a></span><br></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
23075,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Death's Bargain</b><br>Binds when picked up<table width="100%"><tbody><tr><td>Off Hand</td><th>Shield</th></tr></tbody></table>3106 Armor<br>59 Block<br>+12 Stamina<br>+12 Intellect<br>Durability 120 / 120<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td><span class="q2">Equip: <a href="?spell=18384" class="q2">Improves your chance to get a critical strike with spells by 1%.</a></span><br><span class="q2">Equip: <a href="?spell=9316" class="q2">Increases healing done by spells and effects by up to 29.</a></span><br><span class="q2">Equip: <a href="?spell=21618" class="q2">Restores 4 mana per 5 sec.</a></span><br></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
22967,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Icy Scale Spaulders</b><br>Binds when picked up<table width="100%"><tbody><tr><td>Shoulder</td><th>Mail</th></tr></tbody></table>393 Armor<br>+25 Stamina<br>+33 Frost Resistance<br>Durability 85 / 85<br></td></tr></tbody></table><table><tbody><tr><td></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
23054,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Gressil, Dawn of Ruin</b><br>Binds when picked up<br>Unique<table width="100%"><tbody><tr><td>One-hand</td><th>Sword</th></tr></tbody></table><table width="100%"><tbody><tr><td>138 - 257  Damage</td><th>Speed 2.70</th></tr></tbody></table>(73.1 damage per second)<br>+15 Stamina<br>Durability 105 / 105<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td><span class="q2">Equip: <a href="?spell=14049" class="q2">+40 Attack Power.</a></span><br></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
22364,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Desecrated Handguards</b><br>Binds when picked up<br>Classes: Paladin, Hunter, Shaman, Druid<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
23219,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Girdle of the Mentor</b><br>Binds when picked up<table width="100%"><tbody><tr><td>Waist</td><th>Plate</th></tr></tbody></table>536 Armor<br>+21 Strength<br>+21 Stamina<br>+20 Agility<br>Durability 55 / 55<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td><span class="q2">Equip: <a href="?spell=7597" class="q2">Improves your chance to get a critical strike by 1%.</a></span><br><span class="q2">Equip: <a href="?spell=15464" class="q2">Improves your chance to hit by 1%.</a></span><br></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
22354,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Desecrated Pauldrons</b><br>Binds when picked up<br>Classes: Warrior, Rogue<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
22961,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Band of Reanimation</b><br>Binds when picked up<br>Unique<table width="100%"><tbody><tr><td>Finger</td><th></th></tr></tbody></table>+34 Agility<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
22362,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Desecrated Wristguards</b><br>Binds when picked up<br>Classes: Paladin, Hunter, Shaman, Druid<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
22799,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Soulseeker</b><br>Binds when picked up<table width="100%"><tbody><tr><td>Two-hand</td><th>Staff</th></tr></tbody></table><table width="100%"><tbody><tr><td>142 - 265  Damage</td><th>Speed 3.20</th></tr></tbody></table>(63.6 damage per second)<br>+30 Stamina<br>+31 Intellect<br>Durability 120 / 120<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td><span class="q2">Equip: <a href="?spell=28792" class="q2">Increases damage and healing done by magical spells and effects by up to 126.</a></span><br><span class="q2">Equip: <a href="?spell=18382" class="q2">Improves your chance to get a critical strike with spells by 2%.</a></span><br><span class="q2">Equip: <a href="?spell=28799" class="q2">Decreases the magical resistances of your spell targets by 25.</a></span><br></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
22815,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Severance</b><br>Binds when picked up<table width="100%"><tbody><tr><td>Two-hand</td><th>Axe</th></tr></tbody></table><table width="100%"><tbody><tr><td>242 - 366  Damage</td><th>Speed 3.60</th></tr></tbody></table>(84.4 damage per second)<br>+20 Stamina<br>+43 Strength<br>Durability 120 / 120<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td><span class="q2">Equip: <a href="?spell=7598" class="q2">Improves your chance to get a critical strike by 2%.</a></span><br></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
23018,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Signet of the Fallen Defender</b><br>Binds when picked up<br>Unique<table width="100%"><tbody><tr><td>Finger</td><th></th></tr></tbody></table>140 Armor<br>+24 Stamina<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td><span class="q2">Equip: <a href="?spell=15464" class="q2">Improves your chance to hit by 1%.</a></span><br></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
22374,<table><tbody><tr><td><table><tbody><tr><td><b class="q3">Wartorn Chain Scrap</b><br></td></tr></tbody></table><table><tbody><tr><td></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
23041,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Slayer's Crest</b><br>Binds when picked up<br>Unique<table width="100%"><tbody><tr><td>Trinket</td><th></th></tr></tbody></table>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td><span class="q2">Equip: <a href="?spell=15817" class="q2">+64 Attack Power.</a></span><br><span class="q2">Use: <a href="?spell=28777" class="q2">Increases Attack Power by 260 for 20 sec.</a></span><br></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
22520,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">The Phylactery of Kel'Thuzad</b><br>Binds when picked up<br>Unique<br><a class="q1" href="?quest=9120">This Item Begins a Quest</a><br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
22369,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Desecrated Bindings</b><br>Binds when picked up<br>Classes: Priest, Mage, Warlock<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
23665,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Leggings of Elemental Fury</b><br>Binds when picked up<table width="100%"><tbody><tr><td>Legs</td><th>Mail</th></tr></tbody></table>379 Armor<br>+25 Stamina<br>+24 Intellect<br>Durability 105 / 105<br>Classes: Shaman<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td><span class="q2">Equip: <a href="?spell=13881" class="q2">Increases damage and healing done by magical spells and effects by up to 29.</a></span><br><span class="q2">Equip: <a href="?spell=18382" class="q2">Improves your chance to get a critical strike with spells by 2%.</a></span><br></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
22371,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Desecrated Gloves</b><br>Binds when picked up<br>Classes: Priest, Mage, Warlock<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
23025,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Seal of the Damned</b><br>Binds when picked up<br>Unique<table width="100%"><tbody><tr><td>Finger</td><th></th></tr></tbody></table>+17 Stamina<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td><span class="q2">Equip: <a href="?spell=14248" class="q2">Increases damage and healing done by magical spells and effects by up to 21.</a></span><br><span class="q2">Equip: <a href="?spell=23727" class="q2">Improves your chance to hit with spells by 1%.</a></span><br><span class="q2">Equip: <a href="?spell=18384" class="q2">Improves your chance to get a critical strike with spells by 1%.</a></span><br></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
23237,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Ring of the Eternal Flame</b><br>Binds when picked up<br>Unique<table width="100%"><tbody><tr><td>Finger</td><th></th></tr></tbody></table>+10 Intellect<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td><span class="q2">Equip: <a href="?spell=13830" class="q2">Increases damage done by Fire spells and effects by up to 29.</a></span><br><span class="q2">Equip: <a href="?spell=18384" class="q2">Improves your chance to get a critical strike with spells by 1%.</a></span><br></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
23663,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Girdle of Elemental Fury</b><br>Binds when picked up<table width="100%"><tbody><tr><td>Waist</td><th>Mail</th></tr></tbody></table>285 Armor<br>+19 Stamina<br>+20 Intellect<br>Durability 50 / 50<br>Classes: Shaman<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td><span class="q2">Equip: <a href="?spell=18049" class="q2">Increases damage and healing done by magical spells and effects by up to 26.</a></span><br><span class="q2">Equip: <a href="?spell=21363" class="q2">Restores 5 mana per 5 sec.</a></span><br></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
23009,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Wand of the Whispering Dead</b><br>Binds when picked up<table width="100%"><tbody><tr><td>Ranged</td><th>Wand</th></tr></tbody></table><table width="100%"><tbody><tr><td>119 - 222 Shadow Damage</td><th>Speed 1.50</th></tr></tbody></table>(113.7 damage per second)<br>+10 Intellect<br>+9 Spirit<br>Durability 75 / 75<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td><span class="q2">Equip: <a href="?spell=9408" class="q2">Increases healing done by spells and effects by up to 22.</a></span><br></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
23045,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Shroud of Dominion</b><br>Binds when picked up<table width="100%"><tbody><tr><td>Back</td><th>Cloth</th></tr></tbody></table>68 Armor<br>+11 Stamina<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td><span class="q2">Equip: <a href="?spell=7597" class="q2">Improves your chance to get a critical strike by 1%.</a></span><br><span class="q2">Equip: <a href="?spell=14056" class="q2">+50 Attack Power.</a></span><br></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
22800,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Brimstone Staff</b><br>Binds when picked up<table width="100%"><tbody><tr><td>Two-hand</td><th>Staff</th></tr></tbody></table><table width="100%"><tbody><tr><td>140 - 250  Damage</td><th>Speed 3.20</th></tr></tbody></table>(60.9 damage per second)<br>+31 Stamina<br>+30 Intellect<br>Durability 120 / 120<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td><span class="q2">Equip: <a href="?spell=23729" class="q2">Improves your chance to hit with spells by 2%.</a></span><br><span class="q2">Equip: <a href="?spell=28841" class="q2">Increases damage and healing done by magical spells and effects by up to 113.</a></span><br><span class="q2">Equip: <a href="?spell=18384" class="q2">Improves your chance to get a critical strike with spells by 1%.</a></span><br></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
23017,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Veil of Eclipse</b><br>Binds when picked up<table width="100%"><tbody><tr><td>Back</td><th>Cloth</th></tr></tbody></table>63 Armor<br>+10 Intellect<br>+10 Stamina<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td><span class="q2">Equip: <a href="?spell=14127" class="q2">Increases damage and healing done by magical spells and effects by up to 28.</a></span><br><span class="q2">Equip: <a href="?spell=25975" class="q2">Decreases the magical resistances of your spell targets by 10.</a></span><br></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
23027,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Warmth of Forgiveness</b><br>Binds when picked up<br>Unique<table width="100%"><tbody><tr><td>Trinket</td><th></th></tr></tbody></table>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td><span class="q2">Equip: <a href="?spell=21632" class="q2">Restores 10 mana per 5 sec.</a></span><br><span class="q2">Use: <a href="?spell=28760" class="q2">Restores 500 mana.</a></span><br></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
23000,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Plated Abomination Ribcage</b><br>Binds when picked up<table width="100%"><tbody><tr><td>Chest</td><th>Plate</th></tr></tbody></table>953 Armor<br>+45 Strength<br>+25 Stamina<br>Durability 165 / 165<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td><span class="q2">Equip: <a href="?spell=7597" class="q2">Improves your chance to get a critical strike by 1%.</a></span><br><span class="q2">Equip: <a href="?spell=15464" class="q2">Improves your chance to hit by 1%.</a></span><br></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
23664,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Pauldrons of Elemental Fury</b><br>Binds when picked up<table width="100%"><tbody><tr><td>Shoulder</td><th>Mail</th></tr></tbody></table>379 Armor<br>+18 Stamina<br>+20 Intellect<br>Durability 85 / 85<br>Classes: Shaman<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td><span class="q2">Equip: <a href="?spell=14248" class="q2">Increases damage and healing done by magical spells and effects by up to 21.</a></span><br><span class="q2">Equip: <a href="?spell=18384" class="q2">Improves your chance to get a critical strike with spells by 1%.</a></span><br><span class="q2">Equip: <a href="?spell=23727" class="q2">Improves your chance to hit with spells by 1%.</a></span><br></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
22372,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Desecrated Sandals</b><br>Binds when picked up<br>Classes: Priest, Mage, Warlock<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
23047,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Eye of the Dead</b><br>Binds when picked up<br>Unique<table width="100%"><tbody><tr><td>Trinket</td><th></th></tr></tbody></table>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td><span class="q2">Equip: <a href="?spell=18043" class="q2">Increases healing done by spells and effects by up to 70.</a></span><br><span class="q2">Use: <a href="?spell=28780" class="q2">Increases healing done by the next 5 spells by up to 450 for 30 sec.</a></span><br></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
23221,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Misplaced Servo Arm</b><br>Binds when picked up<table width="100%"><tbody><tr><td>One-hand</td><th>Mace</th></tr></tbody></table><table width="100%"><tbody><tr><td>112 - 221  Damage</td><th>Speed 2.80</th></tr></tbody></table>(59.5 damage per second)<br>Durability 105 / 105<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td><span class="q2">Equip: <a href="?spell=29150" class="q2">Chance to discharge electricity causing 100 to 151 Nature damage to your target.</a></span><br></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
23667,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Spaulders of the Grand Crusader</b><br>Binds when picked up<table width="100%"><tbody><tr><td>Shoulder</td><th>Plate</th></tr></tbody></table>674 Armor<br>+16 Stamina<br>+17 Intellect<br>+16 Strength<br>Durability 100 / 100<br>Classes: Paladin<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td><span class="q2">Equip: <a href="?spell=21618" class="q2">Restores 4 mana per 5 sec.</a></span><br><span class="q2">Equip: <a href="?spell=7597" class="q2">Improves your chance to get a critical strike by 1%.</a></span><br><span class="q2">Equip: <a href="?spell=9346" class="q2">Increases damage and healing done by magical spells and effects by up to 18.</a></span><br></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
22359,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Desecrated Legguards</b><br>Binds when picked up<br>Classes: Paladin, Hunter, Shaman, Druid<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
22936,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Wristguards of Vengeance</b><br>Binds when picked up<table width="100%"><tbody><tr><td>Wrist</td><th>Plate</th></tr></tbody></table>407 Armor<br>+24 Strength<br>+10 Stamina<br>Durability 55 / 55<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td><span class="q2">Equip: <a href="?spell=7597" class="q2">Improves your chance to get a critical strike by 1%.</a></span><br></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
22818,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">The Plague Bearer</b><br>Binds when picked up<table width="100%"><tbody><tr><td>Off Hand</td><th>Shield</th></tr></tbody></table>3106 Armor<br>59 Block<br>+21 Stamina<br>+15 Frost Resistance<br>Durability 120 / 120<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td><span class="q2">Equip: <a href="?spell=18369" class="q2">Increased Defense +9.</a></span><br></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
22939,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Band of Unanswered Prayers</b><br>Binds when picked up<br>Unique<table width="100%"><tbody><tr><td>Finger</td><th></th></tr></tbody></table>+11 Intellect<br>+11 Stamina<br>+12 Spirit<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td><span class="q2">Equip: <a href="?spell=18035" class="q2">Increases healing done by spells and effects by up to 51.</a></span><br></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
23030,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Cloak of the Scourge</b><br>Binds when picked up<table width="100%"><tbody><tr><td>Back</td><th>Cloth</th></tr></tbody></table>63 Armor<br>+23 Stamina<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td><span class="q2">Equip: <a href="?spell=9336" class="q2">+30 Attack Power.</a></span><br><span class="q2">Equip: <a href="?spell=15464" class="q2">Improves your chance to hit by 1%.</a></span><br></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
22941,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Polar Shoulder Pads</b><br>Binds when picked up<table width="100%"><tbody><tr><td>Shoulder</td><th>Leather</th></tr></tbody></table>181 Armor<br>+25 Stamina<br>+33 Frost Resistance<br>Durability 70 / 70<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
23038,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Band of Unnatural Forces</b><br>Binds when picked up<br>Unique<table width="100%"><tbody><tr><td>Finger</td><th></th></tr></tbody></table>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td><span class="q2">Equip: <a href="?spell=7597" class="q2">Improves your chance to get a critical strike by 1%.</a></span><br><span class="q2">Equip: <a href="?spell=15464" class="q2">Improves your chance to hit by 1%.</a></span><br><span class="q2">Equip: <a href="?spell=15812" class="q2">+52 Attack Power.</a></span><br></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
23031,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Band of the Inevitable</b><br>Binds when picked up<br>Unique<table width="100%"><tbody><tr><td>Finger</td><th></th></tr></tbody></table>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td><span class="q2">Equip: <a href="?spell=18053" class="q2">Increases damage and healing done by magical spells and effects by up to 36.</a></span><br><span class="q2">Equip: <a href="?spell=23727" class="q2">Improves your chance to hit with spells by 1%.</a></span><br></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
23042,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Loatheb's Reflection</b><br>Binds when picked up<br>Unique<table width="100%"><tbody><tr><td>Trinket</td><th></th></tr></tbody></table>+13 Fire Resistance<br>+13 Nature Resistance<br>+13 Frost Resistance<br>+13 Shadow Resistance<br>+13 Arcane Resistance<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td><span class="q2">Use: <a href="?spell=28778" class="q2">Increases resistances to all schools of magic by 40 for 20 sec.</a></span><br></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
23053,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Stormrage's Talisman of Seething</b><br>Binds when picked up<table width="100%"><tbody><tr><td>Neck</td><th></th></tr></tbody></table>+12 Stamina<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td><span class="q2">Equip: <a href="?spell=7598" class="q2">Improves your chance to get a critical strike by 2%.</a></span><br><span class="q2">Equip: <a href="?spell=9334" class="q2">+26 Attack Power.</a></span><br></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
22937,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Gem of Nerubis</b><br>Binds when picked up<table width="100%"><tbody><tr><td>Held In Off-Hand</td><th></th></tr></tbody></table>+14 Stamina<br>+10 Intellect<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td><span class="q2">Equip: <a href="?spell=25975" class="q2">Decreases the magical resistances of your spell targets by 10.</a></span><br><span class="q2">Equip: <a href="?spell=15715" class="q2">Increases damage and healing done by magical spells and effects by up to 25.</a></span><br></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
22819,<table><tbody><tr><td><table><tbody><tr><td><b class="q4">Shield of Condemnation</b><br>Binds when picked up<table width="100%"><tbody><tr><td>Off Hand</td><th>Shield</th></tr></tbody></table>3425 Armor<br>68 Block<br>+10 Stamina<br>+10 Intellect<br>Durability 120 / 120<br>Requires Level 60<br></td></tr></tbody></table><table><tbody><tr><td><span class="q2">Equip: <a href="?spell=18379" class="q2">Restores 6 mana per 5 sec.</a></span><br><span class="q2">Equip: <a href="?spell=18038" class="q2">Increases healing done by spells and effects by up to 59.</a></span><br></td></tr></tbody></table></td><th style="background-position: top right"></th></tr><tr><th style="background-position: bottom left"></th><th style="background-position: bottom right"></th></tr></tbody></table>
